User_Name,Location,Tweets
ruphus_mongale,Mahikeng,"Even with the assistance of Adolf Hitler, the team which is totally hopeless couldn't find a win against the most f… https://t.co/Me2cHkcFbr"
rajaosa74578099,,RT @MHY00386871: We are already facing health crisis in Pakistan and our honorable higher authorities are promoting pvt mafia.We donot want…
PureLeeds,Yorkshire bred / Surrey based,"@mattthebat92 Brom hardly touching the ball, absolutely hopeless."
vipulpanchal994,,RT @rightwingchora: Bhakti is a light which shows you the path when you are doomed in the hopeless darkness. https://t.co/zPVI0ltuiF
danexadmirer,"North West, England",And what we paid for him suggest's to me that hopeless twat can charm the bird's out of the fucking Stanley Park tr… https://t.co/ww9cx89MFE
elvis4379,glasgow,Duffy hopeless
beezygaw,New Jerusalem ,They was saying we hopeless but they aint know shit
DrSaisree,"Bangalore, Bhubaneswar ","this is a hopeless suggestion..will only kill investments further. Well, this is on expected lines from him.. https://t.co/cHgUjb3A8N"
Jo90544263Tommy,"Hamilton, Scotland","@mcgowan_stephen The guy is hopeless,no excuses now !"
EmekaOkoye,"ÜT: 6.504795,3.360384","RT @a_gozie: @EmekaOkoye Nothing to note, we’re hopeless. The only hope is on the assumption of a stronger immune system that’s doesn’t suc…"
imfortreaspinks,,"@SelGomez_AUS Please, I just wanted to watch blackpink perform legally. I have been joining many giveaways and I wa… https://t.co/oKq3L2LIxq"
twinkpassing,they/them,"RT @csinclairart: Hopeless Romantic

VALENTINES DAY https://t.co/QsIycvEjh2"
afizudin97,,Feel hopeless
IamMiltonWoods,,🤦🏾‍♂️ somehow our country’s leadership believes that when daily cases decrease and hospitalization numbers fall...i… https://t.co/XGQ1m5UBN1
cbus2103,"Aberdeen, Scotland",Hopeless this
dannysatch,"ÜT: 50.894661,-1.004142",@RhodesWbafc Totally agree. I felt like we had a chance in most games under Bilic. Now... well it's just hopeless.
GaryMcFall1,,Big statement but I think Shane Duffy is the worst defender I’ve ever seen playing for Celtic.  Including Barnes er… https://t.co/Fn0xdiXyNm
tesseractmg,"Philadelphia, PA","@nameisbill @bugsgonephishin @matty_b0nes Cornflake Girl
End Of The Road
Hope In A Hopeless World
(Some goose jawn)
Rebubula"
baronesspawsey,"London, England","@Effiedeans Let’s hope that is what happens then, I mean devolution never worked but the SNP have proved time and t… https://t.co/dZb7NcId8H"
klj1911,,"RT @Proverbs31org: When fear whispers doubt into our hearts, and the future seems too scary to think about, we can remember...

Even when i…"
waifu_maki,"Berlin, Deutschland","@KairyLuminess2 @TheRadiantCoco Ah... So I'm a simp, a hopeless guy you're flirting with when you're bored"
DavidNoble023,"Up a Gumtree, Scotland",Get that useless fucker Duffy aff. I've seen better defenders at amateur level. Fucking hopeless
daiswatkins,"Bristol, UK",RT @thesecret: There is no such thing as a hopeless situation. Every single circumstance in your life can change.
voidstank,dumbass,"In the darkness, two shadows, reaching through the hopeless, heavy dusk. Their hands meet, and light spills in a fl… https://t.co/KGHxbjuRnf"
NotJordanG,"Steilacoom, WA",I’ve replaced hopeless romantics for cynicism
carolkaschube,,"RT @betterhealthcle: For kids, uncertainty of the pandemic produces anxiety &amp; depression. Trained counselors w/Ohio's CareLine are avail at…"
SpinningHugo,London,"@MESandbu @dsquareddigest @davidallengreen But that argument is hopeless.

Those doses only exist because of anothe… https://t.co/Bjdorx3Ko5"
TheValueAgent,,"I’d back Big Sam to get any team out of trouble I’m the Premier League. 

I’d even think he’d have an outside chanc… https://t.co/b23yNG1P8B"
MohsinRazaQure4,,"RT @SameenAshraf10: #increasepunjabMBBSseats
Students giving MDCAT is increasing day by day..increase the seats of the most populated provi…"
sc19782,,@ClydeSSB are am i the only 1 no feeling sorry shane duffy he is hopeless 😂😂😂😂😂
Shahzai30123181,,"RT @aliahmadkhan121: #increasepunjabMBBSseats
Students giving MDCAT is increasing day by day..increase the seats of the most populated prov…"
Moeletsi_1,"Pretoria, South Africa","@KaizerChiefs This is hopeless now. Just restructure everything before it's too late. Celebrating ""almost wins"" won't help with anything."
Damilola52,,RT @OgbeniDipo: When you engage and amplify stupidity it encourages them to post more senseless nonsense like “all men must die” or “imagin…
imfortreaspinks,,"@Kapil29312187 @BLINK_india02 Please, I just wanted to watch blackpink perform legally. I have been joining many gi… https://t.co/Ml3oSyL6zF"
GreenEvertonian,,Whenever we have to actually come out and play football we are hopeless. Playing in a low block is the only way thi… https://t.co/h26AZsiACt
Taranmandir,Inside,I don’t get how we can be so shit! Like how is this even possible? How can you make it to the prem and be this hopeless?
MohsinRazaQure4,,"RT @aliahmadkhan121: #increasepunjabMBBSseats
Students giving MDCAT is increasing day by day..increase the seats of the most populated prov…"
ElliotWisely,"Aberdeen, Scotland","Just as I tweet Duffy cost us another goal, absolutely hopeless, get him out of team now, LENNON GO NOW!!!!!"
IamTheIroko,"Lagos, Nigeria",RT @OgbeniDipo: When you engage and amplify stupidity it encourages them to post more senseless nonsense like “all men must die” or “imagin…
mickward2,Stevenston Scotland,@CelticFC @saintmirrenfc Take off Duffy and send the useless pr*ck back to Brighton he's absolutely hopeless
iainboyle,Musselburgh,WTF is Duffy doing there??? Fucking hopeless
yebalo20,"Medellín, Colombia","RT @tmansinho: There are few hopeless situations; rather, there are people who lose hope in the midst of the situations they face."
Shahzai30123181,,"RT @SameenAshraf10: #increasepunjabMBBSseats
Students giving MDCAT is increasing day by day..increase the seats of the most populated provi…"
princessbathory,She/They ,"RT @csinclairart: Hopeless Romantic

VALENTINES DAY https://t.co/QsIycvEjh2"
DanielKelly_95,Glasgow,Duffy is hopeless - how is that guy a professional footballer?
robbie_carlin,"Cardenden, fife",Just when you think Duffy canny get any worse man😂 fucking hopeless
BWade_studios,📍ATLA,RT @TerriSECRETS_: I’m a hopeless romantic.
mikenassau15,"Glasgow, Scotland",@LewisLaird01 Duffy is hopeless.
Mama_Liberal,"Lakeland, FL","@funder @theanthonydavis KH is awful. Her TL was always full of racist sh*t. No matter how times she was reported,… https://t.co/IPUAFbynvH"
Hypebeastx_x,Arizona in Lagos,RT @OgbeniDipo: When you engage and amplify stupidity it encourages them to post more senseless nonsense like “all men must die” or “imagin…
Hopeless_Biss,슈민첸 문스타 웬디슬기 봄롱믕 仁俊제노 ,RT @Kimmmimywoo: Mark nct &amp; Mark SuperM https://t.co/xPY7ZfOYj2
paulselly73,,Ffs... Big Duffy is hopeless..
ST_RI_KER,Pakistan,"RT @aliahmadkhan121: #increasepunjabMBBSseats
Students giving MDCAT is increasing day by day..increase the seats of the most populated prov…"
Cmc1888,,How is that hopeless cunt still getting a game? One of the worse centre half’s I’ve seen at the club.
Abdulla30574702,,"RT @SameenAshraf10: #increasepunjabMBBSseats
Students giving MDCAT is increasing day by day..increase the seats of the most populated provi…"
ST_RI_KER,Pakistan,"RT @SameenAshraf10: #increasepunjabMBBSseats
Students giving MDCAT is increasing day by day..increase the seats of the most populated provi…"
HafsaAnwaar5,"Gojra, Pakistan","RT @aliahmadkhan121: #increasepunjabMBBSseats
Students giving MDCAT is increasing day by day..increase the seats of the most populated prov…"
felicia_carden,"Cullman, AL","RT @Proverbs31org: When fear whispers doubt into our hearts, and the future seems too scary to think about, we can remember...

Even when i…"
Abdulla30574702,,"RT @aliahmadkhan121: #increasepunjabMBBSseats
Students giving MDCAT is increasing day by day..increase the seats of the most populated prov…"
Jemetais87,,"RT @reputathebeauta: No matter how bad I think things are or how hopeless it all seems, these moments makes me believe things will someday…"
bellachikaaaa_,,RT @thesecret: There is no such thing as a hopeless situation. Every single circumstance in your life can change.
Hopeless_Biss,슈민첸 문스타 웬디슬기 봄롱믕 仁俊제노 ,RT @tiwlee_1001: Ten Wayv/Nct                              Minkyung pristin https://t.co/ciKqYYdDoW
LOURDENAA,"West Palm Beach, FL",RT @thesecret: There is no such thing as a hopeless situation. Every single circumstance in your life can change.
HMccallum1967,"Cumbernauld, Scotland",Fs 2-1 now hopeless
CableTiesLyrics,,and it might be hopeless but i've gotta try it
rajaosa74578099,,RT @Mzakariya123: We are already facing health crisis in Pakistan and our honorable higher authorities are promoting pvt mafia.We donot wan…
mamitropicaI,Barcelona,RT @luzdeayer: i can't talk right now i'm doing hopeless romantic girl shit
alyssareena,"General Nakar, Calabarzon","it's indeed a miracle! naiyak ako sa tuwa kasi yung instructor ko nung ojt ko, si Chef Bea, she was diagnosed with… https://t.co/ImnXdN8hHf"
jordanclarkdj,Scotland,@ronniemc1874 It was closed at 8.45am this morning they never opened the other bridge till 10.15 😬 hopeless like lol
chrisgardenuk,United Kingdom,Tfw you have a meltdown over something stupid like being unable to fix your bike. I spent the rest of the morning i… https://t.co/vbIOQiZnA9
Kate_R_Biscuits,,"@L75Jenny I am too old and too useless for that, i am in a minimum wage job at 49 and trans. Who exactly is going t… https://t.co/8ZuTyUDFDw"
crichton1720,Ayrshire,@ClareBreedon I dont know what ive done but m reply isnt showing here but hopefully you seen it! I am hopeless with tech.
KenscoMoshe,nigeria,RT @OgbeniDipo: When you engage and amplify stupidity it encourages them to post more senseless nonsense like “all men must die” or “imagin…
BLACKPINKPH22,,"RT @crocsoo: Hopeless btches, am so sad we can never repay all jisoo’s kindness snd love to us, we really don’t appreciate her? https://t.c…"
Winston03457509,,As if we didn't know another one was coming..look at this utterly hopeless journalism https://t.co/9JSQaRvAW8
sollymaepa,Gauteng South Africa,"@wanda2_4 @WorldSportsBet Yah eish thanks man,this team is hopeless.Ramaphosa must just open our place of comfort,aksizi😂"
dw_harvey,"Orange County, CA","RT @Ashmi_Sheth: @dw_harvey ""silence echoed: poetries that heal"" comprises of simple, short poems that aim to heal the wounded, motivate th…"
Hopeless_Biss,슈민첸 문스타 웬디슬기 봄롱믕 仁俊제노 ,RT @Pxxxofficial_: Eric the boyz 💚 jeno nct dream https://t.co/ar91DKLzQF
omgshuddup,,"RT @reputathebeauta: No matter how bad I think things are or how hopeless it all seems, these moments makes me believe things will someday…"
SarmadS24884989,,"RT @SameenAshraf10: #increasepunjabMBBSseats
Students giving MDCAT is increasing day by day..increase the seats of the most populated provi…"
stepmomvre,,lmfao i’m seriously hopeless when it comes to waking up in the morning 😭😭 https://t.co/S68XpkCVhN
CthulhuPrez,"Los Angeles, CA","RT @Discworld_com: Hopeless romantic 🥰 ? 

Plenty of #ValentinesDay #GiftIdeas for you in our latest Newsletter https://t.co/ClVYEgt0Gw

""'…"
crocsoo,,"Hopeless btches, am so sad we can never repay all jisoo’s kindness snd love to us, we really don’t appreciate her? https://t.co/UyNizH4mV6"
lemuenade,sa balay,hopeless naku for goldy pond arc 😭😭
SaurEd6,,Hjörr: what sort of king surrenders his kingdom? Does a good king fight a hopeless war until the last of his warrio… https://t.co/lI051CVbP3
SarmadS24884989,,"RT @aliahmadkhan121: #increasepunjabMBBSseats
Students giving MDCAT is increasing day by day..increase the seats of the most populated prov…"
Hopeless_Biss,슈민첸 문스타 웬디슬기 봄롱믕 仁俊제노 ,RT @seeyounextse: jaemin nct onda everglow https://t.co/tWRYN2fP8I
LouDrelordplez,,"RT @ld_iamyvonne: When you feel hopeless and lonely inside, know there is someone who loves you dearly. I will never give up on you both.…"
wandywatson,Probably in the pub,Increasingly baffling just who that Hearts team were at Kirkcaldy during the week. Hopeless once again today. And F… https://t.co/MVI9BgGNT7
Mel9207,Indiana,"RT @Proverbs31org: When fear whispers doubt into our hearts, and the future seems too scary to think about, we can remember...

Even when i…"
10SPEARB,,the amount of likes for this tweet. 10velys are hopeless T_T https://t.co/gKC6rkNwCo
SuzanneCork,,"@SharkawyMD I personally am feeling hopeless,  and looking for some light here. All the reporting is doom and gloom… https://t.co/XdbZFeZDpw"
AltLylaLane,"Michigan, USA","@clariss55827655 Trying (&amp; failing) to prove she's not an absent, social media obsessed, shit mother after a number… https://t.co/aqMdQPe3aE"
Hopeless_Biss,슈민첸 문스타 웬디슬기 봄롱믕 仁俊제노 ,RT @tt_tookta_: Renjun Nct dream        Wendy Red velvet https://t.co/rANRFHC2YE
Anonymo20520914,,"RT @aliahmadkhan121: #increasepunjabMBBSseats
Students giving MDCAT is increasing day by day..increase the seats of the most populated prov…"
JenniferRegan52,,@JoyceWhiteVance @JoyAnnReid I'm feeling hopeless- nothing is going to happen to these traitors. Why is nothing hap… https://t.co/lzCOkah8ZS
Hopeless_Biss,슈민첸 문스타 웬디슬기 봄롱믕 仁俊제노 ,"RT @peter_devito: Hi, my name is Peter DeVito &amp; I’m a photographer who takes pics of ppl w/ acne &amp; other ppl who I don’t think are represen…"
