User_Name,Location,Tweets
tiagoffmartins,,@OfficialFPL Suicide watch https://t.co/eDcWei88Ls
jeska_harrison,Wirral,"RT @MerseyPolice: “In 2019 we were called to help a woman in the River Mersey. With no exact location, it took 20 mins to find her! This is…"
dualyticalchemy,the agora,"or maybe they're inferring this from my tweets? apparently suicidal people use the word ""i"" more frequently in their suicide letters"
KellyHewsonF,,"RT @Emma_Bullhook: Some stats around mental health in ag.
-1 farmer every week in the UK takes their own life.
- ag carries the highest rat…"
Astrozonal,,"@thefader Have the police ruled out suicide?

https://t.co/BpJ7qcYgSg"
wildmeems,"Easternshore, MD",@raeleneashley Unfortunately he made many people depressed and sad of his death by suicide
teasoil,the internets,@FoxNews All celebs hate Trump. Career suicide not to. I don't see the story here.
bbg11m,,"you will never know the feeling of lost some1, who is close to you, almost all of your life ,your daily routine wit… https://t.co/L5N6ZV5DKb"
MikipediaBio,Volcano ,@whitesithmale Essentially if you’re over the age of 18 and have medical cause (ie low quality of life or an incura… https://t.co/h1wVruC3ri
naturalphoton,"Chennai, India",RT @SeriEternitySSR: @Its_Tanaya_ @FlyingKrishna Haan sahi u seen that damn video how she has changed her tune from murder to suicide it bo…
ProMackintosh,,Robinhood committed suicide in one day https://t.co/wEbuOAEmoG
BenMurr36424431,"Liverpool, England","@S84ndwave08 I enjoyed Suicide Guy, some of levels were great (summoning the devil!).. I ha ent picked up Land Wars… https://t.co/qyAJXZNeLH"
ATHABASKAN77,"Anchorage, AK","RT @Cleavon_MD: ""This was not a demonstration. This was not a failure to plan for a demonstration. This was a planned, coordinated attack o…"
PriyaShaney,आईडी तक आएं हैं तो फोलो कर लें,"#TrueWorship_TrueHappiness
Suicide does not solve the problem.
Rather, precious human life is destroyed by suicide.… https://t.co/StZmT1vz6E"
seungmindays,skzpopper,"tw// suicide
and 24 days clean in suicide attempts pls im crying over nothing"
SsriansUnited,,"RT @PreetiK38397033: We are so lost in thinking about winning, losing, success, failure. We have forgotten to living life. The most importa…"
dbehshfheudhaj,,imagine u just keep failing everything in life and u tried to commit suicide but u also failed..
lambk,,"RT @camhfoundation: Tragically, in its most severe form, mental illness can be fatal. In Canada alone, suicide claims nearly 11 people ever…"
roxannerandel,,@In_A_Flap @BorisJohnson @MattHancock @uksciencechief @CMO_England @mrmarkdolan @DesmondSwayne @SteveBakerHW People… https://t.co/pvaqQc11ac
SsriansUnited,,"RT @ApurvaU21: Many are trying make money off SSR! Sháme. Specially the so called ""YouTubers"".

Be Careful of those who Change their Narrat…"
EvGraxe,➷ She/they ,"RT @ssmiledk: //tw / suicide

iKON's MV Goodbye Road 's model Song Yoo Jung has committed suicide. 
According to reports, the actress commi…"
deepakbhadauria,"Greater Noida, India","RT @MensDayOutIndia: #Mumbai | 37-Year-Old Scientific Officer Working With BARC Dies By Suicide After Alleged Fight With Wife

▪️ Nearly 1…"
fahard_ishaq,𝖯𝗅𝖺𝗇𝖾𝗍 𝖤𝖺𝗋𝗍𝗁 🌍,"RT @Xahraddeen_: FBI Twitter, put your detective cap on and find out if it's a murder or suicide. https://t.co/Xvmrbj2fUv"
rajgrad,,"RT @swati_gs: Exactly a year ago, a distressed Susheel, who had recently changed his religion and name from Saleem, sent me a Whatsapp vide…"
ST4LKERB4IT,"mar, elio, kirbs, raven, bu","!! warning tht it can b a bit very um hunger games-y so tw for death , murder , gore , possible (not descriptive) s… https://t.co/1nUxyHLrMF"
LEMONIYNGI,idk my pronouns she?? i guess,"tw // mental health, suicide mention

you kmow, i really thought that because i wasnt depressed anymore, because i… https://t.co/imBY7okoAR"
Knowagendas,,@MLive Or maybe the routine head trauma he suffered as a child playing hockey lead to his depression which resulted… https://t.co/dHLygJsF6u
Nupur90050071,India,"RT @Nupur90050071: @Samora_SERI_ I agree with you🙏
CBI Decode SSR Murder

@KanganaTeam mam🙏
Our Sushant sir was stressed by those blind art…"
hi_saby,,RT @YogindramKotta2: @AbhaySChautala After tractors now SUVs. Didn't know farmers were so rich. This is mockery of farmers! Poor farmers ar…
FreedomfortheU1,"West Midlands, England","RT @allenmike734: The death rate for covid is high , but the criteria for a covid death is you died WITH COVID but not from COVID !

Corona…"
pvrums,,RT @PainhubSad: We’re all just suicidal kids telling each other suicide is not an option.
SurajKumar4SSR,,"RT @oishi_saarker: There is so much evidence in Sushant's murder that the fabricated Suicide story itself has died :3 

CBI Decode SSR Murd…"
sadiq3742,"Peshawar, Pakistan","RT @Q_mrii: 35. It is sad that the country is presently suffering from the worst conditions. Terrorism has risen alarmingly, innocent peopl…"
Lynsey0085,,@_PaulHamilton Where have they been every other year when kids have committed suicide or not had the support they n… https://t.co/BYHs0nrzhS
ZanKrajnic,United States,@SwinginThat @ArtValley_818 Bar owner in Omaha. Shot a BLM looter who physically attacked him. Local Grand Jury &amp; P… https://t.co/Os2AqNJIMF
Erviju,,"RT @cskkanu: @mataonline It's husband suicide so no further investigation, no punishment to women who are responsible for this killing.
#Hu…"
AnneKepplinger,Followed by AWESOME people!!!,"RT @LRPow79: In the Capitol #insurrection:
🚓140 Police Officers injured
🚓2 Have committed suicide
🚓1 was beaten to death
Blue Lives don’t r…"
AndreaW05303800,,RT @ESOP_STL: Smith is the second police officer to die by suicide after working at the Capitol on the day of the siege. U.S. Capitol Polic…
SurajKumar4SSR,,"RT @ApurvaU21: Many are trying make money off SSR! Sháme. Specially the so called ""YouTubers"".

Be Careful of those who Change their Narrat…"
nzeAdonis,Asgard,@Abberh_suicide Your mum looking at your dad:... https://t.co/Gp4MwmBmAa
melodyofsunset_,,"RT @Xahraddeen_: FBI Twitter, put your detective cap on and find out if it's a murder or suicide. https://t.co/Xvmrbj2fUv"
NancyLiPetri,"SW Port St Lucie, FL","RT @LittleAlice06: Read the struggle of #mentalillness, loss, &amp; grief in Freja’s Baby Shattered. Freja is high school student who suffers a…"
Sradhapathak,"Liluah, Howrah ","RT @itsmekkd05: No suicide note
No froth from mouth
No eyes protruded 
No tongue popping out
With no circumstantial evidence of su!cde how…"
abexciii,MyBeautifulDarkTwistedFantasy,@limited_kobe Throw some suicide doors on the whip
ACM_digger,Westcliff on Sea ,RT @EllisLynsay: Thank you as always @JohnDCaudwell! We @ExcludedUK are so grateful for your continued support! I pray for the day this inj…
SsriansUnited,,"RT @oishi_saarker: There is so much evidence in Sushant's murder that the fabricated Suicide story itself has died :3 

CBI Decode SSR Murd…"
Hominem13,any pronouns are fine,"/// suicide
.
.
.
.
.
.
I can't believe I saw someone trying to normalize telling people to kts. anitiktok a different breed holy shit"
uzairshak,"Weston-super-Mare, England","RT @AIYIAL: Dr Saleem,brother of Dr Azhar Hussain,who allegedly killed his daughter&amp;committed suicide in Multan last week,was found dead in…"
DeepDishFB,The Levee,If you or someone you know is struggling....PLEASE DONT BE AFRAID TO reach out to the National Suicide Hotline: 1-8… https://t.co/W4RXVekHJU
RaraHazel,Kuala Lumpur City,"RT @Xahraddeen_: FBI Twitter, put your detective cap on and find out if it's a murder or suicide. https://t.co/Xvmrbj2fUv"
Niyasha02775583,,"RT @its_AkRaj: Now this pile of Sh*t is saying Sushant committed suicide and saying all SSR fans are fake !!

How she fulfilled her propaga…"
AnkoleSon,"Mbarara, Uganda",@Renitah__ @JokDut25 Why torture me I will commit suicide tonight 😒
shahiranabill,Kuala Lumpur,"Me minding my own business while drinking coke

Adik aku: You don’t love yourself right? You try to suicide slowly… https://t.co/Hk3vu78rhJ"
roxannerandel,,@Warnzwifey @In_A_Flap @BorisJohnson @MattHancock @uksciencechief @CMO_England @mrmarkdolan @DesmondSwayne… https://t.co/ZLPbW6I3lI
aartisharma309,,"RT @PreetiK38397033: We are so lost in thinking about winning, losing, success, failure. We have forgotten to living life. The most importa…"
BlueHelpLE,United States,RT @afspnational: Talking about suicide and grief is hard. @byalisonbowen of @ChicagoTribune discusses how our Healing Conversations progra…
sinemetuvivere,,"RT @AarefaJohari: Abida Tadvi broke down at today's Elgar Parishad in Pune while speaking about the suicide of her daughter Payal Tadvi, a…"
Weetoots77,"Sunny Balo, Glasgow, Scotland ",@MrsMaryOB @DorkingPeter @EssexPR @ToxicLemon69 You dony think this year will see an increase. Well you either buri… https://t.co/mnq7OlQjGv
FoxRoss,,"To prepare for Suicide Squad, Leto reportedly sent cast members creepy, and at times gross, “gifts.” To prepare for… https://t.co/6XhdRQ2kHn"
LilianRaha,,"RT @krutika_SSR: Why ligature mark is ""O"" shaped if it was suicide?
In suicides ligature mark appears in ""V"" shape and not ""O"".

@Anilyadav…"
SeriEternitySSR,Sush World🇬🇧🇵🇰,@Its_Tanaya_ @FlyingKrishna Haan sahi u seen that damn video how she has changed her tune from murder to suicide it… https://t.co/msoXDxPdqo
1keoy2,,"Got a nice suicide stack $DONUT to moon

$LINK $KEEP $GRT $ETH $COMP"
bikutouwu,snowy snow hehehe ❄️,"""the wrist game"" sounds like a euphemism for suicide"
Joe_Harrisonnn,,@MufcSumit @OfficialFPL Are u trying to force a suicide pal
Rinola_,You® St®eet ,"RT @Xahraddeen_: FBI Twitter, put your detective cap on and find out if it's a murder or suicide. https://t.co/Xvmrbj2fUv"
Bertonghen,"Burgos, España","RT @WWIIpix: This day in 1943, a few days before collapse of the 6th Army in Stalingrad, Hitler promotes Friedrich Paulus to the rank of Ge…"
Bretolson8,,@susan_e_winter Thanks for everything your videos helped me from suicide so that was great I wont look you up again… https://t.co/S6ZiEHWd46
SurajKumar4SSR,,"RT @Kumardip10: Multiple choice for Cbi and @ips_nupurprasad
Ques) If its a suicide then who bought Sushant's body down?
A) Meme police.
B)…"
zain03505153,,@fidelcashfloo @graphprotocol What's the suicide stack for grt ?
Tonnie_keih,nairobi,@goal The club that makes it fans commit suicide
Zangetsu191,,"RT @swati_gs: Exactly a year ago, a distressed Susheel, who had recently changed his religion and name from Saleem, sent me a Whatsapp vide…"
tx_nyer,"Texas, USA","RT @nytpolitics: American airstrikes in a joint mission with Iraqi forces have killed the top Islamic State leader in Iraq, an attack aimed…"
mead_romeo,Off the Rez,RT @ESOP_STL: Smith is the second police officer to die by suicide after working at the Capitol on the day of the siege. U.S. Capitol Polic…
wechippymane,"Worcester, MA","RT @Dean_Murdoch: Today's a good day to remember that Giviner ain't always about partying

Sometimes Giviner is takin' a break from partyin…"
______beaaa____,,everyone literally everyone knows he tried to commit suicide if they continue like this Willow will not always unde… https://t.co/wUGnaLP8jh
MaheshVastavMRA,"Mumbai, India","RT @Krishthefighter: @AnilDeshmukhNCP
Ji can you please have a look on this news before implementing #Shaktiact
👏 
@vaastavngo
@InsaafNGO
@…"
silentsufferer5,"Cleveland, OH",@JulieKusma I’ve published a book about my teenage years after my fathers suicide in 1998. This book is filled with… https://t.co/SohB9W2plV
sumitbhatts,,"RT @sifchandigarh: BARC scientist ends life after tiff with wife.
97000 suicides every yr including Doctor, engineer, IAS, IPS officers &amp; s…"
RonnyReagan10,"Nairobi, Kenya","Youth are at the center of several pressing issues such as
gender-based violence, suicide, gang-related violence or… https://t.co/Ta6upIaHti"
HamnaFarooq12,,"My father is not able to pay fees in thousands. Firstly, i decided to commit suicide but later on i think that i sh… https://t.co/pvxFD5tKw7"
MattKoenig10,United States,"RT @RobertMaguire_: Hahaha you know what makes this NRA video really hilarious?

Having a gun in the house drastically increases the chance…"
SusanNewton1,"Hamilton, Ontario CANADA ","RT @sfpelosi: Its been 22 days since Trump’s deadly sedition mob and I hope all the Capitol lawmakers, staff, press, security, and support…"
DRDRPZ,Everywhere ,"RT @BillTufts: Things are spiraling out of control in something very bad is happening

Top military officer stepped in for Trudeau yesterda…"
sibelian62,"Shropshire, England","RT @RespectIsVital: Priti Patel ignoring the reality of #NapierBarracks

 • 34 people to a shower
• Rat infested
• Asbestos ridden
• 20+ to…"
mortimermaiden,"Harvard, IL","@dorsalstream ah yes, Socrates: the famous life examiner who *checks notes* committed suicide"
Edourdoo,"Shanghai, China","The rioting left five dead, including one member of the U.S. Capitol Police. 

In addition, two officers, one with… https://t.co/gnTwUShtQX"
bekasybalazs,,"RT @WWIIpix: This day in 1943, a few days before collapse of the 6th Army in Stalingrad, Hitler promotes Friedrich Paulus to the rank of Ge…"
aartisharma309,,"RT @Kumardip10: Multiple choice for Cbi and @ips_nupurprasad
Ques) If its a suicide then who bought Sushant's body down?
A) Meme police.
B)…"
silentsufferer5,"Cleveland, OH",@katspillsthetea I’ve published a book about my teenage years after my fathers suicide in 1998. This book is filled… https://t.co/9MoQZtJhTQ
CelebritiesBuz,Ghana,Jomoro Municipal Police Commander allegedly commits suicide https://t.co/eZIqKQwX8G
papaGabless,Ghana,Jomoro Municipal Police Commander allegedly commits suicide https://t.co/xEsSV9NXFN
